location,extraction_info,current_weather,current_analysis,forecast_data,forecast_analysis,transformation_timestamp,data_quality
"{'city': 'Toronto', 'country': 'Canada', 'latitude': 43.6532, 'longitude': -79.3832}","{'timestamp': '2025-07-19T18:11:05.079688', 'current_available': True, 'forecast_days': 7, 'source': 'Open-Meteo API'}","{'timestamp': '2025-07-19T19:00', 'city': 'Toronto', 'country': 'Canada', 'latitude': 43.6532, 'longitude': -79.3832, 'temperature': 22.8, 'feels_like': 23.6, 'humidity': 65, 'precipitation': 0.0, 'weather_code': 3, 'wind_speed': 8.2, 'wind_direction': 105, 'extracted_at': '2025-07-19T18:11:03.987860'}","{'temperature_celsius': 22.8, 'temperature_fahrenheit': 73.0, 'feels_like_celsius': 23.6, 'feels_like_fahrenheit': 74.5, 'humidity_level': 'High', 'weather_description': 'Overcast', 'wind_description': 'Light breeze', 'comfort_index': 'Comfortable', 'precipitation_status': 'No'}","[{'date': '2025-07-19', 'city': 'Toronto', 'country': 'Canada', 'temp_max': 25.3, 'temp_min': 14.0, 'precipitation': 0.0, 'weather_code': 3, 'wind_speed_max': 13.0, 'wind_direction': 94, 'extracted_at': '2025-07-19T18:11:05.079319'}, {'date': '2025-07-20', 'city': 'Toronto', 'country': 'Canada', 'temp_max': 26.5, 'temp_min': 18.7, 'precipitation': 0.4, 'weather_code': 51, 'wind_speed_max': 21.5, 'wind_direction': 333, 'extracted_at': '2025-07-19T18:11:05.079329'}, {'date': '2025-07-21', 'city': 'Toronto', 'country': 'Canada', 'temp_max': 24.8, 'temp_min': 13.7, 'precipitation': 0.0, 'weather_code': 3, 'wind_speed_max': 15.9, 'wind_direction': 0, 'extracted_at': '2025-07-19T18:11:05.079333'}, {'date': '2025-07-22', 'city': 'Toronto', 'country': 'Canada', 'temp_max': 22.6, 'temp_min': 15.7, 'precipitation': 0.0, 'weather_code': 3, 'wind_speed_max': 18.4, 'wind_direction': 76, 'extracted_at': '2025-07-19T18:11:05.079336'}, {'date': '2025-07-23', 'city': 'Toronto', 'country': 'Canada', 'temp_max': 26.1, 'temp_min': 18.1, 'precipitation': 0.0, 'weather_code': 3, 'wind_speed_max': 15.1, 'wind_direction': 131, 'extracted_at': '2025-07-19T18:11:05.079338'}, {'date': '2025-07-24', 'city': 'Toronto', 'country': 'Canada', 'temp_max': 36.7, 'temp_min': 22.1, 'precipitation': 0.3, 'weather_code': 51, 'wind_speed_max': 21.5, 'wind_direction': 233, 'extracted_at': '2025-07-19T18:11:05.079341'}, {'date': '2025-07-25', 'city': 'Toronto', 'country': 'Canada', 'temp_max': 31.0, 'temp_min': 22.7, 'precipitation': 2.1, 'weather_code': 51, 'wind_speed_max': 19.6, 'wind_direction': 319, 'extracted_at': '2025-07-19T18:11:05.079344'}]","{'temperature_trend': 'Warming trend', 'temperature_range': {'highest': 36.7, 'lowest': 13.7, 'average_high': 27.6, 'average_low': 17.9}, 'precipitation_forecast': {'total_expected': 2.8, 'rainy_days': 3, 'heaviest_day': 2.1}, 'weather_summary': '4 cloudy days, 3 rainy days', 'alerts': ['Hot weather expected on 2025-07-24: 36.7°C', 'Hot weather expected on 2025-07-25: 31.0°C']}",2025-07-19T18:11:05.080369,"{'current_available': True, 'forecast_available': True, 'forecast_days': 7, 'completeness': 'Good'}"
